Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 1622-29,00035386001,53768.41,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,17.84 ± 0.2,18.35 ± 0.28,17.47 ± 0.2,18.04 ± 0.17,18.67 ± 0.17,18.36 ± 0.19,(0.67 ± 0.13) × 10⁻¹¹,(0.68 ± 0.17) × 10⁻¹¹,(0.72 ± 0.14) × 10⁻¹¹,(0.93 ± 0.15) × 10⁻¹¹,(0.99 ± 0.15) × 10⁻¹¹,(2.04 ± 0.36) × 10⁻¹¹
PKS 1622-29,00035386002,54896.02,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.52 ± 0.23,18.41 ± 0.15,17.13 ± 0.14,18.28 ± 0.17,19.35 ± 0.26,19.16 ± 0.31,(0.36 ± 0.08) × 10⁻¹¹,(0.64 ± 0.09) × 10⁻¹¹,(0.99 ± 0.13) × 10⁻¹¹,(0.75 ± 0.11) × 10⁻¹¹,(0.53 ± 0.12) × 10⁻¹¹,(0.97 ± 0.28) × 10⁻¹¹
PKS 1622-29,00038075001,54927.86,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,-,-,-,19.27 ± 0.89,-,-,-,-,-,(3.0 ± 2.46) × 10⁻¹²,-,-
PKS 1622-29,00035386003,54932.55,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.77 ± 0.3,19.15 ± 0.3,18.13 ± 0.28,19.05 ± 0.33,19.42 ± 0.29,19.67 ± 0.54,(2.85 ± 0.79) × 10⁻¹²,(0.32 ± 0.09) × 10⁻¹¹,(0.39 ± 0.1) × 10⁻¹¹,(0.37 ± 0.11) × 10⁻¹¹,(0.49 ± 0.13) × 10⁻¹¹,(0.61 ± 0.3) × 10⁻¹¹
PKS 1622-29,00035386004,54938.45,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.86 ± 0.49,-,-,19.07 ± 0.3,-,-,(2.6 ± 1.18) × 10⁻¹²,-,-,(0.36 ± 0.1) × 10⁻¹¹,-,-
PKS 1622-29,00035386005,54952.78,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.71 ± 0.28,18.77 ± 0.21,18.2 ± 0.29,18.85 ± 0.28,19.18 ± 0.24,19.43 ± 0.42,(3.0 ± 0.77) × 10⁻¹²,(0.46 ± 0.09) × 10⁻¹¹,(0.37 ± 0.1) × 10⁻¹¹,(0.44 ± 0.11) × 10⁻¹¹,(0.62 ± 0.14) × 10⁻¹¹,(0.76 ± 0.29) × 10⁻¹¹
PKS 1622-29,00035386006,54959.12,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.56 ± 0.31,19.76 ± 0.61,18.14 ± 0.35,19.26 ± 0.48,19.17 ± 0.29,18.8 ± 0.34,(0.34 ± 0.1) × 10⁻¹¹,(1.84 ± 1.03) × 10⁻¹²,(0.39 ± 0.13) × 10⁻¹¹,(3.03 ± 1.35) × 10⁻¹²,(0.62 ± 0.17) × 10⁻¹¹,(1.35 ± 0.42) × 10⁻¹¹
PKS 1622-29,00035386008,54980.83,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.35 ± 0.22,-,-,18.38 ± 0.19,19.12 ± 0.42,-,(0.42 ± 0.08) × 10⁻¹¹,-,-,(0.68 ± 0.12) × 10⁻¹¹,(0.65 ± 0.25) × 10⁻¹¹,-
PKS 1622-29,00035386009,54983.43,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.19 ± 0.16,-,-,18.87 ± 0.21,-,-,(0.48 ± 0.07) × 10⁻¹¹,-,-,(0.44 ± 0.08) × 10⁻¹¹,-,-
PKS 1622-29,00035386010,54986.44,246.52509,-29.85749,16 26 06.0216,-29 51 26.964,18.18 ± 0.2,18.55 ± 0.18,17.41 ± 0.16,18.72 ± 0.24,18.97 ± 0.2,18.61 ± 0.23,(0.49 ± 0.09) × 10⁻¹¹,(0.56 ± 0.09) × 10⁻¹¹,(0.76 ± 0.11) × 10⁻¹¹,(0.5 ± 0.11) × 10⁻¹¹,(0.75 ± 0.14) × 10⁻¹¹,(1.62 ± 0.35) × 10⁻¹¹
