Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
S5 0836+71,00035385001,53826.32,130.35152,70.89505,8 41 24.3648,70 53 42.18,16.24 ± 0.08,17.09 ± 0.1,17.07 ± 0.16,17.1 ± 0.11,17.9 ± 0.11,17.81 ± 0.16,(0.45 ± 0.03) × 10⁻¹¹,(0.46 ± 0.04) × 10⁻¹¹,(0.33 ± 0.05) × 10⁻¹¹,(1.79 ± 0.18) × 10⁻¹²,(0.89 ± 0.09) × 10⁻¹²,(1.01 ± 0.15) × 10⁻¹²
S5 0836+71,00035385002,53926.3,130.35152,70.89505,8 41 24.3648,70 53 42.18,16.31 ± 0.07,17.18 ± 0.08,17.18 ± 0.17,16.96 ± 0.09,17.74 ± 0.09,17.68 ± 0.14,(0.42 ± 0.03) × 10⁻¹¹,(0.43 ± 0.03) × 10⁻¹¹,(2.98 ± 0.46) × 10⁻¹²,(2.04 ± 0.17) × 10⁻¹²,(1.04 ± 0.09) × 10⁻¹²,(1.14 ± 0.15) × 10⁻¹²
S5 0836+71,00036376001,54194.53,130.35152,70.89505,8 41 24.3648,70 53 42.18,16.37 ± 0.09,17.34 ± 0.11,16.85 ± 0.15,17.17 ± 0.12,18.19 ± 0.14,17.81 ± 0.17,(0.4 ± 0.03) × 10⁻¹¹,(0.37 ± 0.04) × 10⁻¹¹,(0.4 ± 0.05) × 10⁻¹¹,(1.68 ± 0.18) × 10⁻¹²,(0.68 ± 0.09) × 10⁻¹²,(1.01 ± 0.16) × 10⁻¹²
S5 0836+71,00036376002,54482.88,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,-,-,17.6 ± 0.06,-,-,-,-,-,(1.22 ± 0.07) × 10⁻¹²
S5 0836+71,00036376003,54506.78,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,16.99 ± 0.04,-,17.55 ± 0.07,-,-,-,(1.99 ± 0.08) × 10⁻¹²,-,(1.29 ± 0.09) × 10⁻¹²
S5 0836+71,00036376004,54781.12,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,-,18.24 ± 0.07,-,-,-,-,-,(0.65 ± 0.04) × 10⁻¹²,-
S5 0836+71,00036376005,54849.59,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,-,17.93 ± 0.07,-,-,-,-,-,(0.87 ± 0.06) × 10⁻¹²,-
S5 0836+71,00036376006,55177.84,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,-,18.11 ± 0.06,-,-,-,-,-,(0.74 ± 0.04) × 10⁻¹²,-
S5 0836+71,00090080001,55219.14,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,17.36 ± 0.04,-,-,-,-,-,(1.42 ± 0.05) × 10⁻¹²,-,-
S5 0836+71,00090080002,55247.72,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,-,17.43 ± 0.06,-,-,-,-,-,(1.33 ± 0.08) × 10⁻¹²,-,-
S5 0836+71,00036376007,55276.63,130.35152,70.89505,8 41 24.3648,70 53 42.18,-,-,17.12 ± 0.08,-,-,-,-,-,(3.15 ± 0.24) × 10⁻¹²,-,-,-
S5 0836+71,00036376008,55664.21,130.35152,70.89505,8 41 24.3648,70 53 42.18,16.27 ± 0.03,-,16.87 ± 0.05,-,-,-,(0.44 ± 0.01) × 10⁻¹¹,-,(0.4 ± 0.02) × 10⁻¹¹,-,-,-
S5 0836+71,00036376009,55668.17,130.35152,70.89505,8 41 24.3648,70 53 42.18,16.2 ± 0.03,-,16.85 ± 0.05,-,-,-,(0.46 ± 0.01) × 10⁻¹¹,-,(0.4 ± 0.02) × 10⁻¹¹,-,-,-
S5 0836+71,00036376010,55672.06,130.35152,70.89505,8 41 24.3648,70 53 42.18,16.19 ± 0.04,-,16.86 ± 0.06,-,-,-,(0.47 ± 0.02) × 10⁻¹¹,-,(0.4 ± 0.02) × 10⁻¹¹,-,-,-
