Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
1ES 0229+200,00031249001,54683.59,38.20257,20.28818,2 32 48.6168,20 17 17.448,17.76 ± 0.13,17.99 ± 0.15,-,18.09 ± 0.29,-,-,(1.79 ± 0.22) × 10⁻¹²,(3.02 ± 0.4) × 10⁻¹²,-,(1.38 ± 0.37) × 10⁻¹²,-,-
1ES 0229+200,00031249002,54685.78,38.20257,20.28818,2 32 48.6168,20 17 17.448,17.92 ± 0.31,18.21 ± 0.28,17.21 ± 0.29,18.36 ± 0.34,18.47 ± 0.24,18.31 ± 0.3,(1.54 ± 0.44) × 10⁻¹²,(2.47 ± 0.64) × 10⁻¹²,(0.39 ± 0.11) × 10⁻¹¹,(1.08 ± 0.34) × 10⁻¹²,(1.18 ± 0.26) × 10⁻¹²,(1.58 ± 0.44) × 10⁻¹²
1ES 0229+200,00031249003,54686.38,38.20257,20.28818,2 32 48.6168,20 17 17.448,17.82 ± 0.21,18.05 ± 0.19,16.72 ± 0.15,18.0 ± 0.19,18.2 ± 0.15,18.19 ± 0.24,(1.69 ± 0.33) × 10⁻¹²,(2.85 ± 0.49) × 10⁻¹²,(0.61 ± 0.09) × 10⁻¹¹,(1.5 ± 0.26) × 10⁻¹²,(1.52 ± 0.21) × 10⁻¹²,(1.76 ± 0.39) × 10⁻¹²
1ES 0229+200,00031249004,55117.31,38.20257,20.28818,2 32 48.6168,20 17 17.448,17.99 ± 0.14,18.05 ± 0.11,17.0 ± 0.11,18.06 ± 0.13,18.32 ± 0.11,18.31 ± 0.17,(1.45 ± 0.19) × 10⁻¹²,(2.84 ± 0.29) × 10⁻¹²,(0.48 ± 0.05) × 10⁻¹¹,(1.43 ± 0.18) × 10⁻¹²,(1.36 ± 0.13) × 10⁻¹²,(1.58 ± 0.24) × 10⁻¹²
1ES 0229+200,00031249005,55118.38,38.20257,20.28818,2 32 48.6168,20 17 17.448,17.88 ± 0.13,18.05 ± 0.1,16.91 ± 0.1,17.98 ± 0.12,18.34 ± 0.1,18.21 ± 0.15,(1.61 ± 0.19) × 10⁻¹²,(2.86 ± 0.28) × 10⁻¹²,(0.51 ± 0.05) × 10⁻¹¹,(1.53 ± 0.17) × 10⁻¹²,(1.33 ± 0.12) × 10⁻¹²,(1.73 ± 0.24) × 10⁻¹²
1ES 0229+200,00031249006,55125.29,38.20257,20.28818,2 32 48.6168,20 17 17.448,-,-,-,-,18.33 ± 0.09,-,-,-,-,-,(1.34 ± 0.11) × 10⁻¹²,-
1ES 0229+200,00031249007,55126.28,38.20257,20.28818,2 32 48.6168,20 17 17.448,-,-,-,-,-,18.53 ± 0.08,-,-,-,-,-,(1.29 ± 0.1) × 10⁻¹²
1ES 0229+200,00031249008,55127.35,38.20257,20.28818,2 32 48.6168,20 17 17.448,-,-,-,18.2 ± 0.06,-,-,-,-,-,(1.25 ± 0.07) × 10⁻¹²,-,-
1ES 0229+200,00031249009,55128.29,38.20257,20.28818,2 32 48.6168,20 17 17.448,17.87 ± 0.04,-,-,-,-,-,(1.62 ± 0.07) × 10⁻¹²,-,-,-,-,-
1ES 0229+200,00031249010,55129.29,38.20257,20.28818,2 32 48.6168,20 17 17.448,-,-,-,-,18.24 ± 0.06,-,-,-,-,-,(1.45 ± 0.08) × 10⁻¹²,-
