Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
1H 1515+660,00035780001,53976.72,229.44833,65.42331,15 17 47.5992,65 25 23.916,-,16.74 ± 0.03,-,-,15.69 ± 0.03,-,-,(0.63 ± 0.02) × 10⁻¹¹,-,-,(0.66 ± 0.02) × 10⁻¹¹,-
1H 1515+660,00035780002,54028.72,229.44833,65.42331,15 17 47.5992,65 25 23.916,-,16.59 ± 0.03,-,-,15.44 ± 0.03,-,-,(0.72 ± 0.02) × 10⁻¹¹,-,-,(0.82 ± 0.03) × 10⁻¹¹,-
1H 1515+660,00036231001,54109.18,229.44833,65.42331,15 17 47.5992,65 25 23.916,15.6 ± 0.05,16.54 ± 0.06,16.26 ± 0.09,15.31 ± 0.05,15.4 ± 0.04,15.31 ± 0.05,(0.79 ± 0.04) × 10⁻¹¹,(0.75 ± 0.04) × 10⁻¹¹,(0.69 ± 0.06) × 10⁻¹¹,(0.9 ± 0.04) × 10⁻¹¹,(0.86 ± 0.03) × 10⁻¹¹,(0.96 ± 0.05) × 10⁻¹¹
1H 1515+660,00036231002,54110.78,229.44833,65.42331,15 17 47.5992,65 25 23.916,15.66 ± 0.06,16.67 ± 0.07,16.4 ± 0.11,15.4 ± 0.05,15.48 ± 0.04,15.33 ± 0.06,(0.75 ± 0.04) × 10⁻¹¹,(0.67 ± 0.04) × 10⁻¹¹,(0.6 ± 0.06) × 10⁻¹¹,(0.84 ± 0.04) × 10⁻¹¹,(0.8 ± 0.03) × 10⁻¹¹,(0.95 ± 0.06) × 10⁻¹¹
1H 1515+660,00036231003,54115.67,229.44833,65.42331,15 17 47.5992,65 25 23.916,15.64 ± 0.06,16.66 ± 0.07,16.34 ± 0.11,15.36 ± 0.05,15.42 ± 0.04,15.36 ± 0.06,(0.76 ± 0.04) × 10⁻¹¹,(0.68 ± 0.04) × 10⁻¹¹,(0.64 ± 0.06) × 10⁻¹¹,(0.87 ± 0.04) × 10⁻¹¹,(0.84 ± 0.03) × 10⁻¹¹,(0.92 ± 0.05) × 10⁻¹¹
1H 1515+660,00036231004,54706.51,229.44833,65.42331,15 17 47.5992,65 25 23.916,-,-,-,-,-,16.01 ± 0.05,-,-,-,-,-,(0.51 ± 0.02) × 10⁻¹¹
1H 1515+660,00036231005,54918.0,229.44833,65.42331,15 17 47.5992,65 25 23.916,-,-,-,-,16.93 ± 0.03,16.44 ± 0.03,-,-,-,-,(2.11 ± 0.06) × 10⁻¹²,(0.34 ± 0.01) × 10⁻¹¹
1H 1515+660,00036231007,56925.81,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.51 ± 0.06,17.74 ± 0.11,17.11 ± 0.15,16.39 ± 0.06,16.47 ± 0.06,16.38 ± 0.09,(0.34 ± 0.02) × 10⁻¹¹,(2.51 ± 0.25) × 10⁻¹²,(3.13 ± 0.43) × 10⁻¹²,(0.33 ± 0.02) × 10⁻¹¹,(0.32 ± 0.02) × 10⁻¹¹,(0.36 ± 0.03) × 10⁻¹¹
1H 1515+660,00036231008,56930.15,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.53 ± 0.08,17.71 ± 0.12,17.16 ± 0.13,16.37 ± 0.07,16.42 ± 0.05,16.37 ± 0.07,(0.33 ± 0.02) × 10⁻¹¹,(2.57 ± 0.29) × 10⁻¹²,(3.01 ± 0.35) × 10⁻¹²,(0.34 ± 0.02) × 10⁻¹¹,(0.34 ± 0.02) × 10⁻¹¹,(0.36 ± 0.02) × 10⁻¹¹
1H 1515+660,00036231009,56932.19,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.53 ± 0.06,17.6 ± 0.08,17.25 ± 0.12,16.35 ± 0.06,16.46 ± 0.05,16.2 ± 0.06,(0.33 ± 0.02) × 10⁻¹¹,(2.84 ± 0.2) × 10⁻¹²,(2.76 ± 0.3) × 10⁻¹²,(0.35 ± 0.02) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹¹,(0.43 ± 0.02) × 10⁻¹¹
1H 1515+660,00036231010,56946.3,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.51 ± 0.08,17.41 ± 0.1,17.32 ± 0.18,16.36 ± 0.08,16.5 ± 0.06,16.21 ± 0.07,(0.34 ± 0.03) × 10⁻¹¹,(0.34 ± 0.03) × 10⁻¹¹,(2.6 ± 0.43) × 10⁻¹²,(0.34 ± 0.02) × 10⁻¹¹,(3.13 ± 0.18) × 10⁻¹²,(0.42 ± 0.03) × 10⁻¹¹
1H 1515+660,00036231011,56950.86,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.61 ± 0.06,17.53 ± 0.07,17.23 ± 0.07,16.4 ± 0.05,16.46 ± 0.04,16.3 ± 0.05,(3.09 ± 0.16) × 10⁻¹²,(3.05 ± 0.19) × 10⁻¹²,(2.8 ± 0.19) × 10⁻¹²,(0.33 ± 0.01) × 10⁻¹¹,(0.32 ± 0.01) × 10⁻¹¹,(0.39 ± 0.02) × 10⁻¹¹
1H 1515+660,00036231012,56952.49,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.62 ± 0.06,17.64 ± 0.08,17.22 ± 0.13,16.51 ± 0.06,16.47 ± 0.04,16.38 ± 0.06,(3.08 ± 0.17) × 10⁻¹²,(2.74 ± 0.2) × 10⁻¹²,(2.83 ± 0.34) × 10⁻¹²,(3.0 ± 0.15) × 10⁻¹²,(0.32 ± 0.01) × 10⁻¹¹,(0.36 ± 0.02) × 10⁻¹¹
1H 1515+660,00036231013,56955.08,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.55 ± 0.06,17.52 ± 0.08,17.31 ± 0.13,16.41 ± 0.05,16.43 ± 0.04,16.35 ± 0.05,(0.33 ± 0.02) × 10⁻¹¹,(3.05 ± 0.22) × 10⁻¹²,(2.62 ± 0.31) × 10⁻¹²,(0.33 ± 0.02) × 10⁻¹¹,(0.33 ± 0.01) × 10⁻¹¹,(0.37 ± 0.02) × 10⁻¹¹
1H 1515+660,00036231014,56958.38,229.44833,65.42331,15 17 47.5992,65 25 23.916,16.66 ± 0.07,17.77 ± 0.1,17.41 ± 0.16,16.4 ± 0.06,16.52 ± 0.05,16.34 ± 0.06,(2.95 ± 0.18) × 10⁻¹²,(2.44 ± 0.22) × 10⁻¹²,(2.38 ± 0.34) × 10⁻¹²,(0.33 ± 0.02) × 10⁻¹¹,(3.06 ± 0.13) × 10⁻¹²,(0.37 ± 0.02) × 10⁻¹¹
