Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
EXO 0706.1+5913,00031356001,54882.26,107.62529,59.139,7 10 30.0696,59 08 20.4,16.53 ± 0.07,17.22 ± 0.07,16.48 ± 0.08,16.42 ± 0.06,16.45 ± 0.05,16.36 ± 0.06,(0.36 ± 0.02) × 10⁻¹¹,(0.42 ± 0.03) × 10⁻¹¹,(0.58 ± 0.04) × 10⁻¹¹,(0.35 ± 0.02) × 10⁻¹¹,(0.36 ± 0.02) × 10⁻¹¹,(0.41 ± 0.02) × 10⁻¹¹
EXO 0706.1+5913,00031356002,54887.64,107.62529,59.139,7 10 30.0696,59 08 20.4,16.48 ± 0.05,17.23 ± 0.05,16.48 ± 0.06,16.31 ± 0.04,16.38 ± 0.04,-,(0.37 ± 0.02) × 10⁻¹¹,(0.42 ± 0.02) × 10⁻¹¹,(0.58 ± 0.03) × 10⁻¹¹,(0.39 ± 0.02) × 10⁻¹¹,(0.38 ± 0.01) × 10⁻¹¹,-
EXO 0706.1+5913,00031356003,54888.19,107.62529,59.139,7 10 30.0696,59 08 20.4,16.46 ± 0.06,17.19 ± 0.06,16.56 ± 0.08,16.33 ± 0.06,16.39 ± 0.05,16.33 ± 0.07,(0.38 ± 0.02) × 10⁻¹¹,(0.44 ± 0.03) × 10⁻¹¹,(0.54 ± 0.04) × 10⁻¹¹,(0.38 ± 0.02) × 10⁻¹¹,(0.38 ± 0.02) × 10⁻¹¹,(0.42 ± 0.03) × 10⁻¹¹
EXO 0706.1+5913,00031356004,54889.18,107.62529,59.139,7 10 30.0696,59 08 20.4,16.45 ± 0.07,17.31 ± 0.09,16.49 ± 0.08,16.24 ± 0.06,16.35 ± 0.05,16.34 ± 0.07,(0.38 ± 0.03) × 10⁻¹¹,(0.39 ± 0.03) × 10⁻¹¹,(0.58 ± 0.04) × 10⁻¹¹,(0.42 ± 0.02) × 10⁻¹¹,(0.4 ± 0.02) × 10⁻¹¹,(0.42 ± 0.03) × 10⁻¹¹
EXO 0706.1+5913,00031356005,54890.19,107.62529,59.139,7 10 30.0696,59 08 20.4,16.35 ± 0.09,17.13 ± 0.11,16.58 ± 0.14,16.3 ± 0.08,16.36 ± 0.06,16.19 ± 0.09,(0.42 ± 0.04) × 10⁻¹¹,(0.46 ± 0.05) × 10⁻¹¹,(0.53 ± 0.07) × 10⁻¹¹,(0.39 ± 0.03) × 10⁻¹¹,(0.39 ± 0.02) × 10⁻¹¹,(0.48 ± 0.04) × 10⁻¹¹
EXO 0706.1+5913,00031356006,54891.26,107.62529,59.139,7 10 30.0696,59 08 20.4,16.44 ± 0.06,17.28 ± 0.06,16.48 ± 0.07,16.33 ± 0.05,16.39 ± 0.04,16.37 ± 0.06,(0.38 ± 0.02) × 10⁻¹¹,(0.4 ± 0.02) × 10⁻¹¹,(0.58 ± 0.04) × 10⁻¹¹,(0.38 ± 0.02) × 10⁻¹¹,(0.38 ± 0.01) × 10⁻¹¹,(0.41 ± 0.02) × 10⁻¹¹
EXO 0706.1+5913,00031356007,54892.2,107.62529,59.139,7 10 30.0696,59 08 20.4,16.42 ± 0.07,17.22 ± 0.07,16.39 ± 0.08,16.32 ± 0.06,16.31 ± 0.05,16.14 ± 0.06,(0.39 ± 0.02) × 10⁻¹¹,(0.43 ± 0.03) × 10⁻¹¹,(0.63 ± 0.05) × 10⁻¹¹,(0.39 ± 0.02) × 10⁻¹¹,(0.41 ± 0.02) × 10⁻¹¹,(0.5 ± 0.03) × 10⁻¹¹
EXO 0706.1+5913,00031356008,55975.18,107.62529,59.139,7 10 30.0696,59 08 20.4,16.88 ± 0.07,17.56 ± 0.07,16.67 ± 0.08,16.78 ± 0.07,16.95 ± 0.05,16.91 ± 0.07,(2.57 ± 0.17) × 10⁻¹²,(3.11 ± 0.21) × 10⁻¹²,(0.49 ± 0.04) × 10⁻¹¹,(2.52 ± 0.16) × 10⁻¹²,(2.28 ± 0.11) × 10⁻¹²,(2.48 ± 0.17) × 10⁻¹²
EXO 0706.1+5913,00031356009,55978.13,107.62529,59.139,7 10 30.0696,59 08 20.4,16.86 ± 0.07,17.48 ± 0.07,16.51 ± 0.08,16.91 ± 0.07,16.95 ± 0.06,16.73 ± 0.07,(2.62 ± 0.17) × 10⁻¹²,(0.33 ± 0.02) × 10⁻¹¹,(0.57 ± 0.04) × 10⁻¹¹,(2.25 ± 0.15) × 10⁻¹²,(2.27 ± 0.12) × 10⁻¹²,(2.91 ± 0.19) × 10⁻¹²
EXO 0706.1+5913,00031356010,55985.28,107.62529,59.139,7 10 30.0696,59 08 20.4,16.94 ± 0.08,17.48 ± 0.08,16.68 ± 0.09,16.98 ± 0.09,17.12 ± 0.06,17.0 ± 0.08,(2.44 ± 0.18) × 10⁻¹²,(0.34 ± 0.02) × 10⁻¹¹,(0.48 ± 0.04) × 10⁻¹¹,(2.1 ± 0.17) × 10⁻¹²,(1.95 ± 0.11) × 10⁻¹²,(2.29 ± 0.18) × 10⁻¹²
