Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 1510-08,00030797001,53951.64,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.01 ± 0.04,16.91 ± 0.05,16.77 ± 0.12,16.12 ± 0.04,15.98 ± 0.03,16.07 ± 0.06,(0.76 ± 0.03) × 10⁻¹¹,(0.71 ± 0.03) × 10⁻¹¹,(0.53 ± 0.06) × 10⁻¹¹,(0.68 ± 0.03) × 10⁻¹¹,(0.89 ± 0.03) × 10⁻¹¹,(0.91 ± 0.05) × 10⁻¹¹
PKS 1510-08,00030797002,53952.12,228.21055,-9.09995,15 12 50.532,-9 05 59.82,15.97 ± 0.06,17.0 ± 0.08,16.83 ± 0.12,16.09 ± 0.06,16.06 ± 0.05,15.98 ± 0.06,(0.79 ± 0.04) × 10⁻¹¹,(0.66 ± 0.05) × 10⁻¹¹,(0.5 ± 0.06) × 10⁻¹¹,(0.7 ± 0.04) × 10⁻¹¹,(0.83 ± 0.03) × 10⁻¹¹,(0.99 ± 0.06) × 10⁻¹¹
PKS 1510-08,00030797003,53955.49,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.07 ± 0.09,17.09 ± 0.12,16.79 ± 0.18,16.19 ± 0.09,16.06 ± 0.07,16.08 ± 0.11,(0.72 ± 0.06) × 10⁻¹¹,(0.6 ± 0.06) × 10⁻¹¹,(0.52 ± 0.09) × 10⁻¹¹,(0.64 ± 0.06) × 10⁻¹¹,(0.83 ± 0.05) × 10⁻¹¹,(0.9 ± 0.09) × 10⁻¹¹
PKS 1510-08,00030797004,53956.4,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.1 ± 0.11,17.05 ± 0.14,16.75 ± 0.22,16.37 ± 0.11,15.99 ± 0.07,16.13 ± 0.12,(0.7 ± 0.07) × 10⁻¹¹,(0.62 ± 0.08) × 10⁻¹¹,(0.54 ± 0.11) × 10⁻¹¹,(0.54 ± 0.06) × 10⁻¹¹,(0.88 ± 0.06) × 10⁻¹¹,(0.86 ± 0.1) × 10⁻¹¹
PKS 1510-08,00030797005,53957.62,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.02 ± 0.11,16.98 ± 0.15,17.25 ± 0.35,16.01 ± 0.17,16.01 ± 0.08,16.02 ± 0.2,(0.76 ± 0.08) × 10⁻¹¹,(0.67 ± 0.09) × 10⁻¹¹,(0.34 ± 0.11) × 10⁻¹¹,(0.75 ± 0.12) × 10⁻¹¹,(0.87 ± 0.06) × 10⁻¹¹,(0.95 ± 0.18) × 10⁻¹¹
PKS 1510-08,00030797006,53958.48,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.06 ± 0.09,16.84 ± 0.1,16.82 ± 0.19,16.05 ± 0.08,16.13 ± 0.06,15.93 ± 0.09,(0.72 ± 0.06) × 10⁻¹¹,(0.76 ± 0.07) × 10⁻¹¹,(0.51 ± 0.09) × 10⁻¹¹,(0.72 ± 0.06) × 10⁻¹¹,(0.78 ± 0.04) × 10⁻¹¹,(1.04 ± 0.09) × 10⁻¹¹
PKS 1510-08,00030797008,53965.51,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.18 ± 0.12,17.03 ± 0.15,17.24 ± 0.33,16.2 ± 0.11,16.01 ± 0.07,15.89 ± 0.12,(0.65 ± 0.07) × 10⁻¹¹,(0.64 ± 0.09) × 10⁻¹¹,(0.34 ± 0.1) × 10⁻¹¹,(0.63 ± 0.06) × 10⁻¹¹,(0.86 ± 0.06) × 10⁻¹¹,(1.08 ± 0.12) × 10⁻¹¹
PKS 1510-08,00030797009,53966.18,228.21055,-9.09995,15 12 50.532,-9 05 59.82,15.95 ± 0.07,16.98 ± 0.09,16.89 ± 0.16,16.08 ± 0.07,16.03 ± 0.05,15.97 ± 0.07,(0.8 ± 0.05) × 10⁻¹¹,(0.67 ± 0.05) × 10⁻¹¹,(0.47 ± 0.07) × 10⁻¹¹,(0.7 ± 0.04) × 10⁻¹¹,(0.85 ± 0.04) × 10⁻¹¹,(1.0 ± 0.07) × 10⁻¹¹
PKS 1510-08,00030797010,53967.25,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.09 ± 0.08,17.06 ± 0.1,17.2 ± 0.21,16.13 ± 0.08,16.12 ± 0.06,16.06 ± 0.08,(0.71 ± 0.05) × 10⁻¹¹,(0.62 ± 0.06) × 10⁻¹¹,(0.36 ± 0.07) × 10⁻¹¹,(0.68 ± 0.05) × 10⁻¹¹,(0.78 ± 0.04) × 10⁻¹¹,(0.92 ± 0.07) × 10⁻¹¹
PKS 1510-08,00030797011,53968.93,228.21055,-9.09995,15 12 50.532,-9 05 59.82,16.08 ± 0.05,17.0 ± 0.06,17.07 ± 0.12,16.14 ± 0.05,16.08 ± 0.04,16.07 ± 0.05,(0.72 ± 0.04) × 10⁻¹¹,(0.66 ± 0.04) × 10⁻¹¹,(0.4 ± 0.04) × 10⁻¹¹,(0.67 ± 0.03) × 10⁻¹¹,(0.81 ± 0.03) × 10⁻¹¹,(0.91 ± 0.04) × 10⁻¹¹
